client_id,total_hours,clip_count,avg_clip_sec
8e31635d0304cd3fbee8d7176a74f3331a6665f6a2555b54aa80fe5f356b313fb38eb73d6e06ed93d16a2d2b3acb1c80f5960ea4fde99bb83db16e4d4cc109b0,3.88146,2983,4.684296346
4912963fdfbee4f6847e7a985f6993ef04e30c76277bf9835c553b5a90373f98958d1d15ca4cdb54b632ef16a97194b4155915b22f3042c70b13b2d19c81e9ca,3.69664,2508,5.306181818
5ca71292299c465fc03e7d115607f49ba8379a3a430c735cc9daea4ae13cca8380e5581ac97c90de6cde3d281bcb083c9999df9c5f282d4ecd1e61aeae0d14b1,3.64328,3492,3.755958763
e5067bff9d096d2450c63e765707bdd008bb7ce37f95bfb781f1cf7f5b70b38abb02b9d060b8b089ef52569a35b784bac1406b93f36517394330da29b0696385,3.500363333,2310,5.455111688
39c7d74034bc10845409d1bbc045149b851bc56bdaa143e3a424b2bebc2e9b25cb061a2a700591eb60a5f91d9b447f32298ee6a615d8059a46b57dde3727476f,3.36072,1859,6.508118343
16e49d82c2fa9f8b90965bffd885af6fc798f3fe031985757ad6f2dd17d8268e192409cb3f4a6d21938168bd994468eca47a02dc104a26c57b6755e506305659,3.258923333,2237,5.244579347
53f3a1ababf2543e3f79739434893c64e1f5bb3e94c1f3e8d053ed7650183182a922f2959399ac2ac3827c824b225074ed237b465bdbc65c79edc92fe8e6ee61,3.234013333,3138,3.71014914
356c52e9a3363b1c62be29f26da4bdcc9087ca306354de774266f6a4e478d79a7cb5a818b3e1903510ec42b7e6135c286c10dccd1d49e40eb3e7b06de1f1f978,3.222026667,2169,5.347762102
e136fe9a2c4d7cd56131c1e0eb073ada04fa5f278ad2503e4e391f1c526c9771c08d1f9611b98b6db024cbe1a7d685ccdc8ccb6fcc7d80155d96bb11bffd0b7e,3.152466667,2634,4.308610478
19accc3d1973684080b044820c8fd9cfc13d2a8d39d9c7bda27709afab3f2d0caa3462050b28983f8e1debd981b169c35b8a36a4c331333e62e05d06991a985b,3.002236667,1671,6.468014363
cd61e8effa3a95607f7ff92f4e77eff92c9a22a4c11df6cee81f3fd7b3b90fb35af4d8f400574653355ff560edae5458d25114d56ddee5a2ff4fcc0e3ad5fc50,2.879166667,2882,3.596460791
89bb5eca74640e669198cba17e3c16422edd9c4202550f566ce0c756cf68b0d5d106a29585046b1fec2b7831d205612d8fc02ed68a85d59c36a9e15071685582,2.769213333,2568,3.882074766
c00c36dd327c66da3d16cbdaf6aae414971d34217c4eaffdde48838e9f55a2d4541e1f293d21df2e50d007c1cef035a098f83de8275c6bc34f4fe84e7b5a050d,2.76752,1478,6.74091475
be71e62b2a5b9858530b518cf9219d1159a518148d95386116e3365e445902109eb6bb42ebe7cc67cb2d64c1aaab098b1c82e0ad6be4e46e39ac8def130f6950,2.724666667,2134,4.596438613
d1772808d73b24496b542a38be6f86924d5aea4fc42866b5e4c60c51a8a9e9c2d75fcd7403990eb6be1e8f418a888dfd62b07c16034ccae22cd824255ac35cef,2.70528,2644,3.683437216
5330e1f8a39f35ef2d02f059b5c2a0f98381736f315dc02464a1ce0992c9ccccac59f0af9ccbe6e28b290c40f2789b6a7a74bb34a7e8663e25a837d343808a87,2.70394,1991,4.889092918
541e1ac0f68a705793e0b9a7a80777a982a887702dd49a51b692f43922fa9c0a355876d477b591893ae2577969fa65d1c5f4d8bf6cb2eaeb1afcf810d74fbe87,2.64169,2184,4.354434066
c59311476dfbd7f7a39752606ea97cbbbbf4caad94a4f91a6f1b76cda9fccbebae69e397b018c3fc6b1828fb4b5f29ff993f4871b95b644c0ac2bd73ae2d36ea,2.632006667,2096,4.520622137
2fffa8d2c5daa02c10cc51d73c8644476040b4245c1890ed553cf1a9e6e01cfd0db7d0823ccb728002378a6b49bfc6be5701d5d806cffee6530222281c1ab229,2.589113333,2735,3.407973675
669cb5d54006fa5d7de1b8b9850f3457c601e93449c9140dcd6b56bff5d6b3fa969252b970688535d127994bc0f6b274d5dfae62291ed5477d1478c4a1b17fc1,2.54998,1931,4.753976178
cff3283689130553dc41fb70fe031e85132fb6812c7727e7647cf734eb97156fc249413cacf3ce36c3a5b815bdaaf8610ea1f695ae05e9179523a812b8e1fe79,2.51846,2535,3.576511243
834184141dca45b209677eb95d41dcc7082fd4327432a420f0cc35c1f8d5e7b2d1f302e4dbe8af6999c1b75830023b3e43d20a2df2d9c8ed94a0bc39ba05c671,2.358686667,2080,4.082342308
c0819026909e56ec47401266a40d69ecadcab19e726c593e8e48448036edf7107f338bdddf291dce8141544625373b1e9d51f12ef1907d06dd324e62d4a75a5a,2.34259,1338,6.302932735
18c299f18ec9ecf4b3ecd861567d77bf3d5a5f292ad04ac5c4b12fa4aab9339ce6edb387dcb5729940c6365017e4e15bc81743eb0b37ed9ec88b0d52c43e421b,2.31821,1206,6.920029851
64be6c4a337aab94eed3799967df369ede2f6c5db82e85f40480c6ab8179185c09bb9e2c51be4ad52dfb4f65a8f6032c829c4010949fa8cca72160f439bf62da,2.264806667,1656,4.923492754
f925daf8087ebaa4f31e3161ba92e506d6e3f2afb8aee1f79beba81bbd796af6443c7f3d53b43e7529ee288277757e391552e7c4187fc5d657e9847f4bd8d0e4,2.251946667,2234,3.628920322
00273d9d4967f6102bf1ea002099528958066ee2d148b6167d41e05251cd4c608a65de60c23179bcdd9d22fee44c2aa3e796a062cac9cdeb59b2125bc8739ae3,2.225833333,1510,5.306622517
fe105bf1f7cf887cb196fe2fbe2db9e140710cfb3c07ed41d4e52ff3f3050f74f913b69ea606b8aa79313bf17789ca9fed7fd64a52adcc93458ac8b52b5fdb03,2.188146667,2048,3.846351563
ba44e47afaafed6509477bdb01fdb7f14b2ab4a8cdf54f6d8e254906039e0d5ac1d556d197a560293841b34d48d59bf2c4dca4374b10e73b3f8d7149366b6458,2.13709,1426,5.395178121
64c45eb48cbc03125ac7a5f4c5d10a64e274cb4da9b52c9b4d777e14b69dd01d9052e5da086923bb49fa3c71b1f7f277ba4b8cd104e49abcff3b14ab5ec71f35,2.098453333,1706,4.428154748
7fcf715700b9e8a04b53c0f43d7692212879a06072bb1575b0f70d5e0c3e4a8b23d20003cae2ba3279434b0a5e92ea85a47c5c5fef9b596995576ccaf1b91654,2.05766,1748,4.237743707
8dbe3055259950f6371a4e4b0c9b2996186ff5a3646fda77860fe1072553b6920022d143b3268298d3a72042380458a16ef95fad3c31fb3fb0b06e4dfeb138c7,2.03937,1527,4.80794499
7d7c0116a0b69bb5b83736eb5819ae25cceadce7a9f19d65cb0a2cf29bf69e8de82ec5965ed1086b0f6ea04e9d073fb5e7d0cc3fe128c60c3655d6b38964abb3,1.989786667,1402,5.109295292
281cc4c80a8623823dc597c6f559232453e8b6abd7aad8a4dd6f7b392b2acfc4c6369d793f733e8cb197411aa0dcf4aadbe477773518c81b0980b1208cde88d7,1.98571,1232,5.802399351
95834dd3d23f9005dc44530f72bc226bc94aa576f3c5471cf1f3d2ad6e22164510ab2d35c9a525beb450b01114ad88d3bc78c6735799fd89eefa845e878b877c,1.9809,1204,5.922956811
54696a4d1e44e758a00ff7bed598c9efacd347ef680e779d7566985ef020394f41f13f15da69908e2ba63c7f08f77c73f7bfba965b63c7ea483fd866ff9a0878,1.978313333,1694,4.204207792
3b56291f711a6759049420db7aa749162a477450ae630dde5e3915be49c2b19e1fccd1e880d3c24be3d33d095f467556d2ccbcf5dfe838b1113d818835ae49a3,1.93854,1253,5.569628093
3e3d34ccd408105848924e8c6296725544867a5f7ea0bb1034db2ebfb267d1d8490516ea268fc721dbd7061c8753708c875f3d2620820c5d5eb71988ad886667,1.89628,1131,6.035904509
b8b8241ec8ab401804ca798685f328fcce59557e314bde817d94474230d7c774c59cb0bb973470a355fc31fdbe0c188bb06d30e0c9c0c7ab1e4e8686931c00e9,1.88784,1060,6.411532075
70d90f17fb8cc815941047f96f48ffe02641f9f852a316b461e91508112450b76f6ad62fe2263bf2dbe0767eecd934b11f608e0710511f5fe440dc903996c367,1.87452,1289,5.235276959
fa2979f4a17f867bd5c7e88814513132783fc6365c7ac537766c983b6dff2c5967ee78d71d623408796849fac843ab0863b98f16ddc155be764451781e278793,1.836623333,1043,6.339255992
3033341a33d4bb34ad34aa7444c859748ed9cabe7364d8fec7d8dd1365890fa57f5696fc5bbce6be403bcd60b3195564611bd8b0c25b56fe99df0c6c5493d0ab,1.8237,1059,6.199546742
6ec6339cbed1bc9e43f43a6515a7e878a4b5099bc753388039d19ad952183aaaf8a9bdb6990bf81b00eed45fe777e01e491fd4f1e0c40b68ba1ec2a595e483e0,1.820783333,1448,4.526809392
b38b88f0aa5821ad43960f48955ffef20324a589315f9c4e81687154da0246c7617784b3c28a4af21eb98a7413713ac1a7add9e3f3b6a14906796780e9126d44,1.81308,1366,4.778248902
70386a1af95123cf3698124739bc932143001386a3a94648e5216595c7a9d92ed329a8401db0b3e96f5a078b966b86f14180067b91e0d2270737c994e2e1418f,1.80093,1070,6.059203738
260217fbd72082d1ea8839fc406a66dad3d1fb8c24235189335237b098517129e99da077b583c2012e014849983cf81e30aa05c2e0d5ef96c71281ea4948a5a3,1.787513333,913,7.048245345
3708e63bb062edc3b7f8cecd99111858b7aac0d18532c2f8f060e7e0bdcb9da53cb4798584679c65bda717d4c2952d5218c7bb4ebea3844f8d3d97dc6eed5397,1.774896667,1285,4.972473152
c6994163ec05c437b2f101a65a72b4a82578fe00412527356146c41111c4ba930ee57506d20a8daaeb021ec05dcb903e410bb4a2de165e9b0f90769e4e4c0c6a,1.75256,1345,4.690866914
a4445c41504a9e2731dfbd8a3d45aff7090cc78d73f36a836eb2a9c21229d54cfa2b2379a55fec267fe3a3fad70ce30a0c65326d35a849dc705d936f2ea86617,1.74796,1558,4.038931964
55c623dca4ea00dc455b981f9730b6b91da09eac3b39e663124c3f5dfbc23b0ca5cbc0e50f7ae23d94e8230179d2759ef65f2c6057b52f9616b7a84082d19366,1.739496667,1149,5.450120104
e90099c818d49d88e851146445fb62f8ff45d3a9ec4dc182d513c138efd78b823b252164bca57817d0cfe40fd9a76664778aa42212e9574ff45387f0dff90568,1.71726,1040,5.944361538
b888eab6c02c4b560ac4b22571babf81d154bf0bc1f55f4acd7dafb80874de18dd7dc758b7562fb2454f7cfbef92485e12da95488b2cdab8436ed17af7a13547,1.691536667,1091,5.581605866
45c6a74fbc554c57af30e02b35427d95f82ae55a924bfc262ba65fa9b925f778ed7208093299a6154260ef430b1fd15fe1ca9166c895a734cdf1b9733b17ba29,1.680366667,966,6.262236025
c994cc7c3a11735437e4ce244a6d42d9acbbb0e8075381ad3af4016977663c0ae63ad0acbc5d83bc83f6920c6ea3e81a14da414fce18e76a5dfa1c645d131cd0,1.67419,952,6.330970588
35e2ac244bac2818b399f5d3434b44b1f921f097ac966878f9e38a8fce657a85e1edea48d334807a41ea846332a12e1c5b2d4b9c93f7b8c512b112dc49ed3223,1.63068,1216,4.827671053
dea9bea4e7ba4b8e365462a5d05169b2287617e6efd93eca50c2da1d3767f8df3645f2144d5d2094997b2100c7e0a48f7d08d6c13f87a2d42e9cdf8ebd2e4f47,1.622313333,877,6.659438997
76c9f8a8f018cb1a1837f237862266e5e4558b176f18afa1692f9061136d7ed1220f71b4dc61d1afd073d6632d2cb497c30d8222c299c6a65184c32128c535a7,1.620093333,1246,4.680847512
b8dccca2ff51ae4b370dab00ceaad601e56db4d9b8e69670491e076ffff8f038ffb3cd5176b3a134ef588aa11d94e7fcac4dc6ca099023b9dbae3a64e3b50562,1.6097,971,5.967991761
393ab743f2ad52cee65ab1b53571333466f91b7d69b4ee033fe98374de90d13512bcd6d5758bfd6cdd14f6afa6f8ca3b3f1a7b4fdd8d6c443ab8cef5fa39ce10,1.5816,1339,4.252247946
b89060628d85389ef9fc5a66086a6a036eb223264f832aedbd9c28887e0f1799114a8bce92d38722a282a2bf97c175f0c8c87ceb19629c2f9a1e21821579a7da,1.560126667,1063,5.28358984
c9d776193e066921ea0a0881255ef5fe6a88f44d492f11e4b1768f733e03fee43fe035844b6a47ca64e09299b2bb19281e85c190d2e7b6bcb66fae0080ea693d,1.531036667,958,5.753373695
244734ce234dd2fd8a40c562aa790a409eb2819633a10d3cbb43ae8f7049523b7f62b7e3c613a42408fbf7b175b7fea0b2873a598c13a4fa512082902f23bf68,1.521326667,1461,3.748648871
c269dc3f323e07183837bb93216b12fbd2fa0e77f579a2ebb0efc0bf84af460d0418cbbf8124769b86e53cbde6a17e3e5e5462cef2e0688520427775e95d949e,1.50308,887,6.10043743
44b1d42dc7a98c17c750181a71f14f513c879b0e3cd85a8e2dc9e7e1640e4b929484c72c15328ed6eb43702c6198de297d83b56ef33c90b566c839717d786dfd,1.497316667,870,6.195793103
33e129d97af826fba5ee1b848e4b2aeac9f45023e40f2e3fec2c4d79a4a6b9bddb4c74b15521a69bb03164376e93799465f73812c3c258d7becf620ef04d2868,1.46971,1151,4.596834057
95efe9ac38c8e29a9aebdb2cc4b3ecf4eb7af7d51b0993e52d10074a7831c74c924a561c70364583456e197838e6ada79b842b47d4d0fae4ffd8ca97844d3794,1.466143333,829,6.366846803
bed3139d23841e1034a508335fed127c01920cfa45a1c16c00e6997b1e97fd9292d441257bfe79b354d97f76f464eb2c4a72621aa6a0b65c317d9ab2fe31ba17,1.463353333,1282,4.10926053
4b7c66db5c3673970b112fdafdfe05e251d8bd0a3c57ce2da78a570e15e606547e3d31cc561e12a0761489fd70819d055090d35b3a9e9915cbc7fb0bb05a0970,1.45742,925,5.672121081
419b5bef34ea731e28ac6a771f8b83e2186c08043d68db85e5da8335b32cf5fc081a75b5e426bb9fb350dfc39e95bd33349407f67faa2186d5c413cd8ec2cbe9,1.44495,932,5.581351931
a9d1e5fa4544488b0c264f8167c7c18443bab702e3b72e4d1d26b7cd66fbe260685c197ae85191dbd3af5ebae309c396fe11f4dd917e767274a219482654d479,1.40055,968,5.208657025
e376e34315a06025e8381922b61b7a7181395b563200b910a3090500f99cd98d05a4ca00fa1bc65153aefd17d65c47364a8753efb42fc4faf740c0744ab885c5,1.385123333,963,5.178031153
b4cf6ca4b00e0c43e1cf4d31c2a4ae1c7c60e96d092b25fcc6c5ae950a10e1d458907142b32b1d1c7460e3cacef1c21a0ac2807d1a7f47323b122a49eeaafa5f,1.380546667,1097,4.53050866
ba9f31505932a7dea61737936f71c98b52fab475621c523f1b62628be670b11e901be4d1d42aa7274897f7647a190624f0d549c80ca01b026661cdf89567bbe0,1.379186667,981,5.061235474
03194e502b6f3ab3bcda0010f5c8c6a8611afcd140e12d0e60c57ab016bce5a6fa2f62eb7b4465f52ace6468949285d461c02c4aa336fade6856a0e77b846743,1.376946667,780,6.355138462
81b56d2d63976ee39c3701fc0a72072914c8936e199b534eadaedad59f60fa8c26492c1c7a5113fb20d20acdf27e12b076532d8450ebb503bcd42f9c0d27d61f,1.353826667,858,5.680391608
106b363322989896c26ced8949413ee3d2755d9904195be51e4799585c5bb827c79df51e43a9836eafd77d19b50813c10ef60d85833517de1bb0a7a033caf938,1.348213333,940,5.163370213
b554939d9b1fbbb2b04afb1750247f182700f7521f487d605ba16e6dbcc3b36283b6cf1364c28244edcc0a710e409b37cdbebfa7827401c0aa717ba86b223cc4,1.344993333,870,5.565489655
6f0c9a5df62dd5968f03ae31cba469f584ec464d0ea3088f3c904d6a39d17d9082cee53a22e00e7b834c258d7deef8e4d0a2310665866ca2099dd19658e833fd,1.33852,829,5.812632087
10f0e056e95da91b567c070a5bff34c2548544a869b62867768c737ace0739f6a594348684f496067981e1e36b06b8db84dd3e5ceb0b2233e1948490e3920810,1.31648,801,5.916764045
e022110e15520e99f02620643f18ab8bcfe434674d3604ce041d05cca2b255eaeb5c21a5f0bffb0ae4a7c59235c924f7aaa4d6f97f8a981519e77480470030a8,1.30391,837,5.608215054
676d90904fd8e3f0d06a26453a74b2dfe7a05438362706eb2027f0c5851a751139d736fc721d5f0dcb11bd8109f6edd46440d17a35e710e8f216aa429ccd80f8,1.29894,778,6.01051928
1b4526eaa7da19826dc81a13fa26e8a29d6b6ca7018dc1ff4cc6f915e8434f1970d2705ff199ed789ca090526cbe6e226ce0cb3cb0d92f0f6b3f71e85184a35e,1.294053333,1348,3.455928783
8604031759763f6f1436e82f4848403ff08421527328f7297e46c6e80521bb1abe5a5d2f740b7595ffae35e3eed0cc0ac485928fc1f9606fdc7913e75c3f286d,1.293833333,744,6.260483871
a2caa66d000c37e379fb6a46daf8489b7c82ed23dbe575fc1f22b8bae134d26320daa664c36bfb987859431cafe95a63d2b5ae26362717a189db5a50790d1170,1.292823333,993,4.68697281
95c9527d63e3b950302df608a886cfcf452fab250c937fcf8578893b57c7ad13f43d34e8193eb05c857b8ca4df2e59442b95472e380aa37287297a620f6a6cd7,1.278773333,1129,4.077576616
ea1c2f009f980953c358834c25610d5a707f42d82a74027a22086a91bc0fd1d6bafb8a7a93d83713c1171b7e986664516f9de522e6ed658eddd491fb9beebff9,1.2762,824,5.575631068
7fcbfda2482626d8fc7ab4d0e4d9619063004b9c0681ddb5c9332d35c66a14f4efbb7039e42e1151b4a34a34c09516d4dbc379112f8a7c1ea4edc873b24b3cb1,1.26644,667,6.835358321
a7797d3db3a8fc09d026401c25a4f93d9be8d798fe7633a36cfeaec6d44db5b040bf54b73db92a79730a689febaa4e27952a04ba395d292aaf3fb050248c0bb0,1.263755417,855,5.321075439
65e4db551f3892e439dcc7a1714efccd1166701f881a09dcebdaef42e6a24e97212d4a2af1416e119fd1747bf6a9d7c6e8a82f08e5833b11bbb3595e15c42ee4,1.230233333,748,5.920909091
8cf257e7da8baf0012bf7986790e7ee77c9bfb2e04b724811302599fc44dadc939b8293e474ccd04cd64a6be94146f3f5a015c8e963a119001b1cd99546664db,1.22606,699,6.314472103
eb4854e7de46912632b1325b12137c4c4769dfcf37a20f8fb31be30af06b1346a040e565f3254b20f1a9569149b9813879391c4af9d96b2a35d2d4ca253da754,1.20682,966,4.497465839
6ca5d00d20e223debaf23a47643532697bd57b06a5732e6ef4b13fcae6d0bc1e7597f90ac0e44bbd0115fd331dc20c01cde18aba42f5326c61062257bbd451cf,1.206446667,1256,3.457968153
420eb4f5e56aa18ad3e264becfd2673583cd708e1bdd5845eda8a0c565a877963bac5e975a9d4f862832281924ab57f3e770a12d60ebab2b375f6e0aa0d62fe6,1.20451,860,5.042134884
f718893b65dea968804732d41fc41a6d220b221964dbc5549f6920145bef7845d8229b0df936f91a0ec035893fc592411e7153c5bcbca23c13049bb479f87e8e,1.19823,745,5.790104698
194a68f8f42de47057ed5716d13b366839d805a8f9cf913b0bb46d34042a147671f83d254b82f9f668e6265b6d1440f80a42df989277c4752f93dcaf78f089c4,1.196653333,928,4.642189655
a0b69e99fd0931489dedecc4dad7def4f7dda979017569437776d8527dffdc44514c37ea0159f5d7f0929b327d03c805b46169977e7e74ab671ebdcb29b1eb41,1.19598,953,4.517867786
b5b6c0bc6afb4b26ddda6b7b6c70230bd0a36b3053f1f668e56d2c6b0d5a2dce684c7c08f8ab7eb64072f95dcddf5309cf4761e5724716555edb66c89ab6db70,1.19358,747,5.752192771
e8ff87317e89199fe9c7abac2b8fd0eda7108977ba99651b5d09da6b439ac8fed3c10a680330c9ead701fc74f06ee55e90085b237cc03f3803278041efc85a50,1.187013333,1089,3.924011019
7390df547bb2f4695d4d7c0c69065e71348f302d1e7352e39e737362863622ecaca4d4bb97a9faae28e23fc070d0a553151b154af4e9e1f5abeb06e81db13b1d,1.18204,1108,3.840563177
946a4e683b8bf0c25b78d8790a26e5576ae535c24d355fe9864419754e31366301f48b94765cf03b9c9bff10fd42dfe2dc96760fa06adde787e00bbbd5cf5282,1.162056667,896,4.668977679
157d90b43651d0534cbef4158c78f02baab021e074c733516910c13e25086fcede17b884711e96c63c095e9b5bfff1a1821f6431089fc71af1225d1bfb14efe1,1.152743333,763,5.43889384
f72f89d5d6c9105fe7ed3e20ffe12fb691c44ac0b37170ffa7206d27b654c689fbdb8f3ef4ccae509b6e389dab345a17bf84fad4fdea0f04eec57f32ee509ce7,1.149443333,839,4.932057211
0889a349a5f53ebc74eefc4352de2277b1390ea16d87b9e9ae7a928f91bbe991ce674a9bb97d1c1449d6fa17bce52a392df8fb07addbea5955279b8757530c4a,1.1443,760,5.420368421
7765f50f4335ffe2f229010a92dd75fa48ece21076b0400a89f02f161bf43f69e6ab22f30ef12aaacf360ab642b954bcee4fc12b47d3b2d24f3ceff516966faf,1.143613333,830,4.960250602
e730edc07b35197e7ffa95e78c31031d4b5baf05ce1be740cb2361d2f3808d91bf512b697f28974ddcd8c503f0b1d13079b238048645800f9c7eba2e76bcf8c2,1.138826667,727,5.63930674
3fcb3c9518fe4d0bf158ed2e0dc98fa0fb50956d7705b5b79acaadadef69a0828418f6e4c1c5b1ee9682e7d0a3156b0f1056a8da812c485715afcf298e55fde7,1.138763333,1192,3.439218121
aa8c910f410c6fa4e0287903e0ef0d1c41a15bff9b17444b4d90f90fd2f5603ef40eaed2cf97fbab89dd5ebe869daa59b66d6e552ded68b295ba4165832ce424,1.114933333,650,6.175015385
6ef7eafc087b12302a7a121e2db0dd803e357226b9ca5b850fadb3e6b2b156d9e23687989868cd60fb4acf032fc6296b42f36c471d5035eebc36ca67fc3ed1e2,1.103806667,700,5.67672
41e3d72db47c0bd8c5a5cde0bf293316910918bf6d4cf32e91d80175127c39d94299ae38985b440d6c49e670c1f34bed47562cb43042a58e12d993b78f02add3,1.095826667,721,5.471533981
9a33d54027bdd9bfa74a215c4f8dc15e4fb5f0983000e866efd556e692bcf04cb1a82f46adcc49d4aad15fc776c2e523514f500573c6d4144ada82ebaa5199e5,1.09277,677,5.810889217
edec3e05d3a5f3ffbebad97e74b3611cd68259061533a5fc73d245a1dec652b47ca07ebfad10b6cf27751b08c1faafe83ed5ff0dc975871b9b4a5d827d99cdc8,1.07372,768,5.0330625
512e3ccbeb8c7dd19a2eb6b5456cbf51bec699e8adb3b3349836e79017409ad503c38d12ff26122626f0777a399fb52bf400d7709ba954f72bc451ea8e54bd4f,1.065813333,603,6.363064677
9cc3c6f6b0dd66b4795fba047b2ffb0964ce460eebfdb5cb31a2d37b6f9d18bba21282d93f70c0489905218fe1e4a31a8aad00e688d7dcc512329fd6ac4ebb7c,1.06494,869,4.411719217
f298e1afe0d0a62f4a259049fa4a86b0b04b2291d5ef007d6ee64ce5dbfa3250ec5ca4532248812f61ec0f26ce2637b33b199a4ee758b12bb0e7266cc0b6c51c,1.062196667,680,5.623394118
